reg,dep,com,insee,name,pop,half
Auvergne-Rhône-Alpes,63,240,63240,Montpensier,444,non
Grand Est,67,039,67039,Bilwisheim,444,non
Auvergne-Rhône-Alpes,74,027,74027,La Balme-de-Thuy,444,non
Normandie,76,506,76506,Pommeréval,444,non
Hauts-de-France,80,655,80655,Quesnoy-sur-Airaines,444,non
Provence-Alpes-Côte d'Azur,84,046,84046,Flassan,444,non
Bourgogne-Franche-Comté,89,341,89341,Saint-Cyr-les-Colons,444,non
Auvergne-Rhône-Alpes,01,415,01415,Talissieu,443,non
Hauts-de-France,02,070,02070,Bernot,443,non
Grand Est,10,262,10262,Neuville-sur-Seine,443,non
Occitanie,12,045,12045,Camboulazet,443,non
Bourgogne-Franche-Comté,21,565,21565,Saint-Philibert,443,non
Bretagne,22,027,22027,Le Cambout,443,non
Bourgogne-Franche-Comté,25,323,25323,Laissey,443,non
Normandie,27,661,27661,La Trinité-de-Thouberville,443,non
Nouvelle-Aquitaine,33,034,33034,Bayas,443,non
Bourgogne-Franche-Comté,39,113,39113,Chassal,443,non
Bourgogne-Franche-Comté,39,310,39310,Mantry,443,non
Nouvelle-Aquitaine,40,270,40270,Saint-Loubouer,443,non
Auvergne-Rhône-Alpes,42,227,42227,Saint-Georges-en-Couzan,443,non
Centre-Val de Loire,45,047,45047,Bouzonville-aux-Bois,443,non
Normandie,50,570,50570,Savigny-le-Vieux,443,non
Grand Est,55,144,55144,Dammarie-sur-Saulx,443,non
Grand Est,55,520,55520,Troussey,443,non
Grand Est,57,479,57479,Montenach,443,non
Hauts-de-France,59,140,59140,Caullery,443,non
Nouvelle-Aquitaine,64,241,64241,Géronce,443,non
Grand Est,68,030,68030,Bergholtzzell,443,non
Bourgogne-Franche-Comté,70,216,70216,Esboz-Brest,443,non
Bourgogne-Franche-Comté,71,097,71097,La Chapelle-Thècle,443,non
Normandie,76,723,76723,Vassonville,443,non
Île-de-France,77,328,77328,Nanteau-sur-Essonne,443,non
Occitanie,81,295,81295,Teillet,443,non
Nouvelle-Aquitaine,86,171,86171,Moussac,443,non
Bourgogne-Franche-Comté,89,060,89060,Bussy-le-Repos,443,non
Bourgogne-Franche-Comté,89,256,89256,Migé,443,non
Bourgogne-Franche-Comté,89,440,89440,Verlin,443,non
Bourgogne-Franche-Comté,89,471,89471,Villiers-Louis,443,non
Hauts-de-France,02,815,02815,Villers-Saint-Christophe,442,non
Nouvelle-Aquitaine,17,042,17042,Bercloux,442,non
Centre-Val de Loire,18,045,18045,Chalivoy-Milon,442,non
Bourgogne-Franche-Comté,21,642,21642,Toutry,442,non
Bourgogne-Franche-Comté,25,611,25611,La Vèze,442,non
Auvergne-Rhône-Alpes,26,032,26032,La Baume-Cornillane,442,non
Auvergne-Rhône-Alpes,26,322,26322,Saint-Pantaléon-les-Vignes,442,non
Normandie,27,040,27040,Barquet,442,non
Normandie,27,189,27189,La Croisille,442,non
Normandie,27,535,27535,Saint-Élier,442,non
Centre-Val de Loire,28,190,28190,Guillonville,442,non
Occitanie,31,296,31296,Lestelle-de-Saint-Martory,442,non
Nouvelle-Aquitaine,33,197,33197,Guillos,442,non
Centre-Val de Loire,36,062,36062,Cuzion,442,non
Auvergne-Rhône-Alpes,38,093,38093,Châtenay,442,non
Auvergne-Rhône-Alpes,38,435,38435,Saint-Pancrasse,442,non
Nouvelle-Aquitaine,47,123,47123,Lacapelle-Biron,442,non
Hauts-de-France,62,754,62754,Saint-Léger,442,non
Occitanie,65,482,65482,Cantaous,442,non
Grand Est,67,403,67403,Ringendorf,442,non
Grand Est,68,103,68103,Geispitzen,442,non
Bourgogne-Franche-Comté,71,483,71483,Saint-Symphorien-des-Bois,442,non
Normandie,76,316,76316,Grainville-sur-Ry,442,non
Nouvelle-Aquitaine,79,009,79009,Amuré,442,non
Hauts-de-France,80,209,80209,Contoire,442,non
Bourgogne-Franche-Comté,89,229,89229,Lixy,442,non
Bourgogne-Franche-Comté,89,416,89416,Thury,442,non
Bourgogne-Franche-Comté,90,080,90080,Phaffans,442,non
Grand Est,08,001,08001,Acy-Romance,441,non
Occitanie,11,325,11325,Rouffiac-d'Aude,441,non
Bourgogne-Franche-Comté,21,112,21112,Broin,441,non
Centre-Val de Loire,28,319,28319,Rouvray-Saint-Denis,441,non
Occitanie,30,329,30329,Thoiras,441,non
Occitanie,31,153,31153,Couladère,441,non
Occitanie,31,438,31438,Pradère-les-Bourguets,441,non
Occitanie,34,308,34308,Taussac-la-Billière,441,non
Bourgogne-Franche-Comté,39,561,39561,Villards-d'Héria,441,non
Auvergne-Rhône-Alpes,42,112,42112,Jarnosse,441,non
Nouvelle-Aquitaine,47,003,47003,Agnac,441,non
Nouvelle-Aquitaine,47,230,47230,Saint-Aubin,441,non
Normandie,50,569,50569,Savigny,441,non
Grand Est,54,045,54045,Barbonville,441,non
Grand Est,57,329,57329,Holling,441,non
Hauts-de-France,60,008,60008,Airion,441,non
Normandie,61,240,61240,Macé,441,non
Hauts-de-France,62,415,62415,Haute-Avesnes,441,non
Grand Est,67,446,67446,Schillersdorf,441,non
Bourgogne-Franche-Comté,70,152,70152,Choye,441,non
Auvergne-Rhône-Alpes,74,313,74313,Vovray-en-Bornes,441,non
Île-de-France,78,300,78300,Hargeville,441,non
Grand Est,88,173,88173,Florémont,441,non
Auvergne-Rhône-Alpes,03,010,03010,Audes,440,non
Grand Est,08,055,08055,Beaumont-en-Argonne,440,non
Occitanie,12,292,12292,Versols-et-Lapeyre,440,non
Corse,2A,312,2A312,Santa-Maria-Siché,440,non
Bretagne,22,286,22286,Saint-Denoual,440,non
Nouvelle-Aquitaine,23,199,23199,Saint-Germain-Beaupré,440,non
Auvergne-Rhône-Alpes,26,276,26276,Roche-Saint-Secret-Béconne,440,non
Centre-Val de Loire,28,379,28379,Soulaires,440,non
Centre-Val de Loire,28,385,28385,Le Thieulin,440,non
Occitanie,30,072,30072,Castelnau-Valence,440,non
Nouvelle-Aquitaine,40,109,40109,Gaujacq,440,non
Auvergne-Rhône-Alpes,43,150,43150,Le Pertuis,440,non
Occitanie,48,155,48155,Saint-Germain-de-Calberte,440,non
Grand Est,52,497,52497,Troisfontaines-la-Ville,440,non
Auvergne-Rhône-Alpes,63,028,63028,Bagnols,440,non
Occitanie,65,185,65185,Gardères,440,non
Bourgogne-Franche-Comté,71,369,71369,Remigny,440,non
Normandie,76,388,76388,Lintot,440,non
Normandie,76,734,76734,Vergetot,440,non
Grand Est,88,076,88076,Brouvelieures,440,non
Hauts-de-France,02,416,02416,Lemé,439,non
Occitanie,09,125,09125,Fougax-et-Barrineuf,439,non
Occitanie,11,008,11008,Alet-les-Bains,439,non
Normandie,27,123,27123,Caillouet-Orgeville,439,non
Normandie,27,130,27130,Capelle-les-Grands,439,non
Centre-Val de Loire,28,354,28354,Saint-Maurice-Saint-Germain,439,non
Nouvelle-Aquitaine,33,306,33306,Noaillac,439,non
Bourgogne-Franche-Comté,39,232,39232,Fort-du-Plasne,439,non
Bourgogne-Franche-Comté,39,481,39481,Saint-Germain-en-Montagne,439,non
Occitanie,48,194,48194,Vialas,439,non
Pays de la Loire,49,219,49219,Montsoreau,439,non
Normandie,50,019,50019,Aucey-la-Plaine,439,non
Grand Est,51,232,51232,Époye,439,non
Grand Est,57,734,57734,Voyer,439,non
Hauts-de-France,60,620,60620,Silly-Tillard,439,non
Hauts-de-France,62,317,62317,Étaing,439,non
Grand Est,67,312,67312,Mutzenhouse,439,non
Grand Est,68,087,68087,Feldbach,439,non
Pays de la Loire,72,333,72333,Semur-en-Vallon,439,non
Auvergne-Rhône-Alpes,73,020,73020,Arith,439,non
Normandie,76,317,76317,Grainville-Ymauville,439,non
Nouvelle-Aquitaine,79,102,79102,Coulonges-Thouarsais,439,non
Nouvelle-Aquitaine,79,316,79316,Soudan,439,non
Hauts-de-France,80,094,80094,Berteaucourt-lès-Thennes,439,non
Auvergne-Rhône-Alpes,03,253,03253,Saint-Pourçain-sur-Besbre,438,non
Normandie,14,231,14231,Beaufour-Druval,438,non
Normandie,27,205,27205,Douville-sur-Andelle,438,non
Normandie,50,266,50266,Lengronne,438,non
Grand Est,54,006,54006,Agincourt,438,non
Grand Est,54,296,54296,Laneuvelotte,438,non
Grand Est,57,570,57570,Rémering,438,non
Hauts-de-France,60,148,60148,Chèvreville,438,non
Hauts-de-France,62,125,62125,Beuvrequen,438,non
Auvergne-Rhône-Alpes,63,044,63044,Bongheat,438,non
Grand Est,68,335,68335,Thannenkirch,438,non
Bourgogne-Franche-Comté,70,283,70283,Haut-du-Them-Château-Lambert,438,non
Bourgogne-Franche-Comté,71,423,71423,Saint-Gervais-en-Vallière,438,non
Bourgogne-Franche-Comté,71,589,71589,Vitry-sur-Loire,438,non
Pays de la Loire,72,281,72281,Saint-Georges-du-Rosay,438,non
Hauts-de-France,80,701,80701,Saint-Christ-Briost,438,non
Hauts-de-France,02,257,02257,Dallon,437,non
Auvergne-Rhône-Alpes,03,149,03149,Louchy-Montfand,437,non
Provence-Alpes-Côte d'Azur,04,158,04158,Quinson,437,non
Grand Est,10,096,10096,Chennegy,437,non
Nouvelle-Aquitaine,17,134,17134,Crazannes,437,non
Nouvelle-Aquitaine,33,500,33500,Samonac,437,non
Bourgogne-Franche-Comté,39,391,39391,Nozeroy,437,non
Nouvelle-Aquitaine,40,105,40105,Garein,437,non
Pays de la Loire,53,098,53098,Fontaine-Couverte,437,non
Hauts-de-France,59,506,59506,Romeries,437,non
Hauts-de-France,62,845,62845,Verlincthun,437,non
Auvergne-Rhône-Alpes,63,118,63118,Condat-en-Combraille,437,non
Normandie,76,124,76124,Bosc-Hyons,437,non
Normandie,76,669,76669,Sausseuzemare-en-Caux,437,non
Hauts-de-France,80,242,80242,Domart-sur-la-Luce,437,non
Hauts-de-France,02,220,02220,Coulonges-Cohan,436,non
Hauts-de-France,02,673,02673,Saint-Christophe-à-Berry,436,non
Provence-Alpes-Côte d'Azur,04,022,04022,Barrême,436,non
Nouvelle-Aquitaine,16,421,16421,Vouthon,436,non
Nouvelle-Aquitaine,24,211,24211,Issac,436,non
Centre-Val de Loire,37,165,37165,Neuil,436,non
Bourgogne-Franche-Comté,39,263,39263,Grozon,436,non
Centre-Val de Loire,41,006,41006,Autainville,436,non
Centre-Val de Loire,41,038,41038,La Chapelle-Montmartin,436,non
Auvergne-Rhône-Alpes,42,017,42017,Le Bessat,436,non
Auvergne-Rhône-Alpes,42,068,42068,Combre,436,non
Auvergne-Rhône-Alpes,42,276,42276,Saint-Priest-la-Prugne,436,non
Auvergne-Rhône-Alpes,42,315,42315,Unias,436,non
Normandie,50,108,50108,Céaux,436,non
Grand Est,51,439,51439,Pomacle,436,non
Grand Est,52,470,52470,Serqueux,436,non
Grand Est,57,239,57239,Freybouse,436,non
Auvergne-Rhône-Alpes,63,061,63061,Bussières-et-Pruns,436,non
Nouvelle-Aquitaine,64,476,64476,Saint-Esteben,436,non
Nouvelle-Aquitaine,64,488,64488,Saint-Laurent-Bretagne,436,non
Occitanie,65,315,65315,Monléon-Magnoac,436,non
Bourgogne-Franche-Comté,70,306,70306,Lomont,436,non
Normandie,76,344,76344,Haudricourt,436,non
Île-de-France,77,091,77091,Les Chapelles-Bourbon,436,non
Nouvelle-Aquitaine,79,077,79077,La Chapelle-Thireuil,436,non
Hauts-de-France,80,814,80814,Vrély,436,non
Île-de-France,95,166,95166,Cléry-en-Vexin,436,non
Hauts-de-France,02,139,02139,Caillouël-Crépigny,435,non
Auvergne-Rhône-Alpes,03,288,03288,Treignat,435,non
Auvergne-Rhône-Alpes,07,194,07194,Rochessauve,435,non
Nouvelle-Aquitaine,19,076,19076,Espartignac,435,non
Corse,2A,040,2A040,Bocognano,435,non
Corse,2B,188,2B188,Olmeta-di-Tuda,435,non
Bourgogne-Franche-Comté,21,404,21404,Ménétreux-le-Pitois,435,non
Nouvelle-Aquitaine,23,033,23033,La Brionne,435,non
Nouvelle-Aquitaine,24,361,24361,Saint-Agne,435,non
Nouvelle-Aquitaine,33,515,33515,Soulignac,435,non
Auvergne-Rhône-Alpes,38,460,38460,Saint-Sulpice-des-Rivoires,435,non
Bourgogne-Franche-Comté,39,328,39328,Meussia,435,non
Nouvelle-Aquitaine,47,112,47112,Grateloup-Saint-Gayrand,435,non
Normandie,50,454,50454,Saint-Christophe-du-Foc,435,non
Grand Est,51,334,51334,Luxémont-et-Villotte,435,non
Pays de la Loire,53,010,53010,Assé-le-Bérenger,435,non
Normandie,61,189,61189,Giel-Courteilles,435,non
Hauts-de-France,62,580,62580,Monchy-Breton,435,non
Hauts-de-France,62,909,62909,Ytres,435,non
Auvergne-Rhône-Alpes,63,325,63325,Saint-Bonnet-lès-Allier,435,non
Nouvelle-Aquitaine,64,112,64112,Bérenx,435,non
Grand Est,67,272,67272,Lochwiller,435,non
Auvergne-Rhône-Alpes,69,104,69104,Jullié,435,non
Pays de la Loire,72,044,72044,Bousse,435,non
Auvergne-Rhône-Alpes,73,004,73004,Aillon-le-Jeune,435,non
Île-de-France,77,150,77150,Cuisy,435,non
Île-de-France,77,194,77194,Forges,435,non
Hauts-de-France,80,130,80130,Bovelles,435,non
Occitanie,81,228,81228,Roquemaure,435,non
Grand Est,88,241,88241,Houécourt,435,non
Auvergne-Rhône-Alpes,01,372,01372,Saint-Martin-de-Bavel,434,non
Auvergne-Rhône-Alpes,03,225,03225,Saint-Désiré,434,non
Provence-Alpes-Côte d'Azur,05,115,05115,Remollon,434,non
Normandie,14,682,14682,Surville,434,non
Nouvelle-Aquitaine,16,116,16116,Criteuil-la-Magdeleine,434,non
Nouvelle-Aquitaine,16,198,16198,Magnac-Lavalette-Villars,434,non
Nouvelle-Aquitaine,17,378,17378,Saint-Palais-de-Négrignac,434,non
Bourgogne-Franche-Comté,21,522,21522,Renève,434,non
Nouvelle-Aquitaine,23,208,23208,Saint-Léger-le-Guérétois,434,non
Centre-Val de Loire,28,068,28068,Challet,434,non
Bretagne,29,063,29063,Goulien,434,non
Centre-Val de Loire,37,075,37075,Cigogné,434,non
Bourgogne-Franche-Comté,39,099,39099,Champdivers,434,non
Bretagne,56,245,56245,Silfiac,434,non
Grand Est,57,188,57188,Éguelshardt,434,non
Grand Est,57,345,57345,Inglange,434,non
Nouvelle-Aquitaine,64,209,64209,Escout,434,non
Occitanie,65,425,65425,Siarrouy,434,non
Grand Est,67,454,67454,Schoenbourg,434,non
Grand Est,67,521,67521,Weinbourg,434,non
Auvergne-Rhône-Alpes,73,276,73276,Saint-Pierre-de-Soucy,434,non
Île-de-France,77,093,77093,La Chapelle-Moutils,434,non
Île-de-France,78,559,78559,Saint-Illiers-le-Bois,434,non
Hauts-de-France,80,518,80518,Martainneville,434,non
Occitanie,81,258,81258,Saint-Julien-du-Puy,434,non
Bourgogne-Franche-Comté,89,446,89446,Vézelay,434,non
Bourgogne-Franche-Comté,90,063,90063,Lebetain,434,non
Île-de-France,95,656,95656,Vienne-en-Arthies,434,non
Auvergne-Rhône-Alpes,01,017,01017,Argis,433,non
Auvergne-Rhône-Alpes,07,083,07083,Dunière-sur-Eyrieux,433,non
Auvergne-Rhône-Alpes,07,270,07270,Saint-Martin-sur-Lavezon,433,non
Grand Est,10,031,10031,Barbuise,433,non
Occitanie,11,011,11011,Aragon,433,non
Bourgogne-Franche-Comté,21,013,21013,Ancey,433,non
Auvergne-Rhône-Alpes,26,193,26193,Montbrun-les-Bains,433,non
Pays de la Loire,53,260,53260,Simplé,433,non
Grand Est,55,501,55501,Stainville,433,non
Grand Est,67,352,67352,Obersoultzbach,433,non
Grand Est,67,456,67456,Schopperten,433,non
Grand Est,68,344,68344,Urbès,433,non
Normandie,76,370,76370,Hugleville-en-Caux,433,non
Grand Est,88,276,88276,Lusse,433,non
Bourgogne-Franche-Comté,90,004,90004,Argiésans,433,non
Centre-Val de Loire,18,044,18044,Cerbois,432,non
Centre-Val de Loire,18,156,18156,Morogues,432,non
Nouvelle-Aquitaine,19,130,19130,Maussac,432,non
Nouvelle-Aquitaine,23,140,23140,Moutier-Rozeille,432,non
Nouvelle-Aquitaine,24,193,24193,Gageac-et-Rouillac,432,non
Bourgogne-Franche-Comté,25,030,25030,Audeux,432,non
Normandie,27,140,27140,Chambray,432,non
Auvergne-Rhône-Alpes,38,025,38025,Balbins,432,non
Auvergne-Rhône-Alpes,38,266,38266,La Motte-Saint-Martin,432,non
Pays de la Loire,44,121,44121,Petit-Auverné,432,non
Normandie,50,036,50036,Baupte,432,non
Normandie,50,622,50622,Vaudrimesnil,432,non
Grand Est,51,088,51088,Brimont,432,non
Grand Est,51,580,51580,Trépail,432,non
Grand Est,52,327,52327,Moëslains,432,non
Grand Est,57,574,57574,Basse-Rentgen,432,non
Auvergne-Rhône-Alpes,63,386,63386,Saint-Pierre-Roche,432,non
Occitanie,65,392,65392,Saint-Martin,432,non
Grand Est,68,216,68216,Mooslargue,432,non
Bourgogne-Franche-Comté,70,493,70493,Sorans-lès-Breurey,432,non
Auvergne-Rhône-Alpes,73,180,73180,Motz,432,non
Normandie,76,585,76585,Saint-Gilles-de-Crétot,432,non
Hauts-de-France,02,474,02474,Mennessis,431,non
Provence-Alpes-Côte d'Azur,04,061,04061,Colmars,431,non
Grand Est,10,423,10423,La Villeneuve-au-Chêne,431,non
Occitanie,12,050,12050,Canet-de-Salars,431,non
Nouvelle-Aquitaine,17,239,17239,Mons,431,non
Corse,2B,167,2B167,Montegrosso,431,non
Bretagne,22,366,22366,Trémel,431,non
Bourgogne-Franche-Comté,25,308,25308,Les Hôpitaux-Vieux,431,non
Centre-Val de Loire,28,351,28351,Saint-Maixme-Hauterive,431,non
Occitanie,31,024,31024,Auragne,431,non
Occitanie,31,234,31234,Le Grès,431,non
Bourgogne-Franche-Comté,39,258,39258,Grande-Rivière,431,non
Nouvelle-Aquitaine,40,259,40259,Saint-Gein,431,non
Centre-Val de Loire,41,028,41028,Busloup,431,non
Auvergne-Rhône-Alpes,42,143,42143,Mizérieux,431,non
Auvergne-Rhône-Alpes,43,028,43028,Bessamorel,431,non
Normandie,50,093,50093,Cametours,431,non
Normandie,50,199,50199,Genêts,431,non
Grand Est,67,035,67035,Berstheim,431,non
Bourgogne-Franche-Comté,70,045,70045,Avrigney-Virey,431,non
Bourgogne-Franche-Comté,70,059,70059,Beaumotte-Aubertans,431,non
Bourgogne-Franche-Comté,71,165,71165,Cussy-en-Morvan,431,non
Bourgogne-Franche-Comté,71,326,71326,Mouthier-en-Bresse,431,non
Auvergne-Rhône-Alpes,73,086,73086,Cléry,431,non
Nouvelle-Aquitaine,79,254,79254,Saint-Georges-de-Rex,431,non
Provence-Alpes-Côte d'Azur,84,045,84045,Faucon,431,non
Bourgogne-Franche-Comté,90,028,90028,Courtelevant,431,non
Hauts-de-France,02,631,02631,Quierzy,430,non
Occitanie,12,135,12135,Lunac,430,non
Centre-Val de Loire,18,208,18208,Sainte-Gemme-en-Sancerrois,430,non
Bourgogne-Franche-Comté,21,564,21564,Saint-Nicolas-lès-Cîteaux,430,non
Nouvelle-Aquitaine,24,168,24168,Plaisance,430,non
Nouvelle-Aquitaine,24,523,24523,Saussignac,430,non
Centre-Val de Loire,28,353,28353,Saint-Maur-sur-le-Loir,430,non
Bretagne,29,100,29100,Lanarvily,430,non
Occitanie,30,248,30248,Saint-Dézéry,430,non
Occitanie,30,292,30292,Saint-Pons-la-Calm,430,non
Centre-Val de Loire,36,198,36198,Saint-Lactencin,430,non
Bourgogne-Franche-Comté,39,345,39345,Monnières,430,non
Pays de la Loire,53,212,53212,Saint-Denis-du-Maine,430,non
Grand Est,54,593,54593,Waville,430,non
Hauts-de-France,62,192,62192,Cagnicourt,430,non
Hauts-de-France,62,866,62866,Waben,430,non
Nouvelle-Aquitaine,64,253,64253,Gurs,430,non
Nouvelle-Aquitaine,64,280,64280,Izeste,430,non
Occitanie,65,004,65004,Agos-Vidalos,430,non
Bourgogne-Franche-Comté,70,145,70145,Chaux-la-Lotière,430,non
Bourgogne-Franche-Comté,70,315,70315,Magnoncourt,430,non
Bourgogne-Franche-Comté,71,095,71095,La Chapelle-sous-Dun,430,non
Bourgogne-Franche-Comté,71,143,71143,Condal,430,non
Bourgogne-Franche-Comté,71,329,71329,Navilly,430,non
Bourgogne-Franche-Comté,71,339,71339,Ozolles,430,non
Pays de la Loire,72,330,72330,Savigné-sous-le-Lude,430,non
Île-de-France,78,505,78505,Prunay-le-Temple,430,non
Hauts-de-France,80,227,80227,Croixrault,430,non
Pays de la Loire,85,116,85116,La Jonchère,430,non
Grand Est,88,161,88161,Escles,430,non
Île-de-France,91,131,91131,Chalou-Moulineux,430,non
Auvergne-Rhône-Alpes,01,146,01146,Dompierre-sur-Chalaronne,429,non
Provence-Alpes-Côte d'Azur,04,203,04203,Selonnet,429,non
Provence-Alpes-Côte d'Azur,04,206,04206,Sigonce,429,non
Provence-Alpes-Côte d'Azur,06,154,06154,Valderoure,429,non
Auvergne-Rhône-Alpes,07,036,07036,Bogy,429,non
Normandie,14,016,14016,Annebault,429,non
Nouvelle-Aquitaine,24,094,24094,Chalagnac,429,non
Occitanie,31,473,31473,Saint-Cézert,429,non
Auvergne-Rhône-Alpes,38,203,38203,Laffrey,429,non
Centre-Val de Loire,41,066,41066,Courbouzon,429,non
Centre-Val de Loire,45,111,45111,Courcy-aux-Loges,429,non
Normandie,50,198,50198,Geffosses,429,non
Grand Est,55,348,55348,Montiers-sur-Saulx,429,non
Grand Est,57,530,57530,Ottonville,429,non
Bourgogne-Franche-Comté,58,122,58122,Garchy,429,non
Hauts-de-France,60,576,60576,Saint-Germain-la-Poterie,429,non
Auvergne-Rhône-Alpes,63,427,63427,Teilhède,429,non
Bourgogne-Franche-Comté,71,214,71214,Genouilly,429,non
Auvergne-Rhône-Alpes,74,196,74196,Nancy-sur-Cluses,429,non
Grand Est,88,313,88313,Moriville,429,non
Bourgogne-Franche-Comté,89,035,89035,Bellechaume,429,non
Hauts-de-France,02,289,02289,Essises,428,non
Hauts-de-France,02,470,02470,Martigny,428,non
Occitanie,12,030,12030,Bouillac,428,non
Occitanie,12,230,12230,Saint-Jean-Delnous,428,non
Normandie,14,270,14270,Firfol,428,non
Bretagne,22,111,22111,Lanmodez,428,non
Bretagne,22,322,22322,Saint-Péver,428,non
Nouvelle-Aquitaine,24,443,24443,Saint-Léon-sur-Vézère,428,non
Normandie,27,206,27206,Droisy,428,non
Normandie,27,646,27646,Le Torpt,428,non
Nouvelle-Aquitaine,33,367,33367,Saint-André-du-Bois,428,non
Bourgogne-Franche-Comté,39,429,39429,Pleure,428,non
Occitanie,46,101,46101,Felzins,428,non
Normandie,50,491,50491,Saint-Jean-de-Savigny,428,non
Grand Est,51,548,51548,Somme-Vesle,428,non
Grand Est,55,279,55279,Laneuville-sur-Meuse,428,non
Grand Est,57,214,57214,Fixem,428,non
Hauts-de-France,59,518,59518,Ruesnes,428,non
Hauts-de-France,59,575,59575,Sommaing,428,non
Normandie,61,224,61224,Larré,428,non
Pays de la Loire,72,077,72077,Chenu,428,non
Auvergne-Rhône-Alpes,73,123,73123,La Giettaz,428,non
Nouvelle-Aquitaine,87,062,87062,Eybouleuf,428,non
Île-de-France,95,061,95061,Béthemont-la-Forêt,428,non
Auvergne-Rhône-Alpes,07,327,07327,Uzer,427,non
Grand Est,08,137,08137,Damouzy,427,non
Normandie,14,534,14534,Reux,427,non
Nouvelle-Aquitaine,17,342,17342,Saint-Germain-du-Seudre,427,non
Nouvelle-Aquitaine,19,181,19181,Saint-Augustin,427,non
Bretagne,22,068,22068,Grâce-Uzel,427,non
Centre-Val de Loire,28,282,28282,Nonvilliers-Grandhoux,427,non
Occitanie,32,094,32094,Caupenne-d'Armagnac,427,non
Occitanie,34,122,34122,Jonquières,427,non
Centre-Val de Loire,36,117,36117,Le Menoux,427,non
Auvergne-Rhône-Alpes,42,209,42209,Sainte-Colombe-sur-Gand,427,non
Occitanie,46,067,46067,Cazillac,427,non
Nouvelle-Aquitaine,47,171,47171,Monbalen,427,non
Grand Est,51,149,51149,Chepy,427,non
Grand Est,54,155,54155,Deuxville,427,non
Grand Est,57,114,57114,Brouviller,427,non
Bourgogne-Franche-Comté,58,309,58309,Villapourçon,427,non
Hauts-de-France,60,675,60675,Vignemont,427,non
Hauts-de-France,62,505,62505,Leulinghen-Bernes,427,non
Grand Est,67,113,67113,Eberbach-Seltz,427,non
Bourgogne-Franche-Comté,71,508,71508,Savigny-sur-Seille,427,non
Île-de-France,77,353,77353,Paley,427,non
Provence-Alpes-Côte d'Azur,84,075,84075,Méthamis,427,non
Pays de la Loire,85,023,85023,Bessay,427,non
Bourgogne-Franche-Comté,90,073,90073,Moval,427,non
Île-de-France,91,098,91098,Boutervilliers,427,non
Île-de-France,95,429,95429,Montreuil-sur-Epte,427,non
Auvergne-Rhône-Alpes,01,358,01358,Saint-Germain-les-Paroisses,426,non
Hauts-de-France,02,094,02094,Blesmes,426,non
Hauts-de-France,02,472,02472,Mauregny-en-Haye,426,non
Grand Est,10,203,10203,Longchamp-sur-Aujon,426,non
Grand Est,10,373,10373,Souligny,426,non
Normandie,14,522,14522,Prêtreville,426,non
Nouvelle-Aquitaine,16,140,16140,Fontclaireau,426,non
Centre-Val de Loire,37,009,37009,Autrèche,426,non
Centre-Val de Loire,37,076,37076,Cinais,426,non
Auvergne-Rhône-Alpes,43,206,43206,Saint-Just-près-Brioude,426,non
Centre-Val de Loire,45,265,45265,Rozoy-le-Vieil,426,non
Normandie,50,371,50371,Le Neufbourg,426,non
Grand Est,57,062,57062,Berg-sur-Moselle,426,non
Grand Est,57,439,57439,Manderen,426,non
Normandie,61,011,61011,Aubusson,426,non
Auvergne-Rhône-Alpes,63,073,63073,Chadeleuf,426,non
Bourgogne-Franche-Comté,70,044,70044,Auxon,426,non
Bourgogne-Franche-Comté,71,580,71580,Vincelles,426,non
Auvergne-Rhône-Alpes,73,202,73202,Plancherine,426,non
Auvergne-Rhône-Alpes,73,274,73274,Saint-Pierre-d'Entremont,426,non
Auvergne-Rhône-Alpes,01,141,01141,Cuzieu,425,non
Auvergne-Rhône-Alpes,03,237,03237,Saint-Germain-de-Salles,425,non
Provence-Alpes-Côte d'Azur,05,003,05003,Aiguilles,425,non
Occitanie,12,282,12282,Tournemire,425,non
Centre-Val de Loire,18,155,18155,Mornay-sur-Allier,425,non
Bourgogne-Franche-Comté,21,342,21342,Laperrière-sur-Saône,425,non
Nouvelle-Aquitaine,23,151,23151,Peyrat-la-Nonière,425,non
Nouvelle-Aquitaine,24,021,24021,Badefols-d'Ans,425,non
Centre-Val de Loire,28,128,28128,Dangers,425,non
Bretagne,29,014,29014,Botsorhel,425,non
Bretagne,29,243,29243,Saint-Coulitz,425,non
Occitanie,31,071,31071,Bois-de-la-Pierre,425,non
Occitanie,32,292,32292,Mouchan,425,non
Bretagne,35,063,35063,La Chapelle-Saint-Aubert,425,non
Centre-Val de Loire,37,078,37078,Ciran,425,non
Nouvelle-Aquitaine,40,251,40251,Saint-Barthélemy,425,non
Centre-Val de Loire,41,281,41281,Villefrancoeur,425,non
Nouvelle-Aquitaine,47,293,47293,Sauveterre-Saint-Denis,425,non
Normandie,50,094,50094,Camprond,425,non
Normandie,50,447,50447,Saint-Aubin-des-Préaux,425,non
Grand Est,54,235,54235,Goviller,425,non
Hauts-de-France,60,634,60634,Thieux,425,non
Hauts-de-France,62,071,62071,Bailleul-lès-Pernes,425,non
Auvergne-Rhône-Alpes,63,385,63385,Saint-Pierre-le-Chastel,425,non
Occitanie,65,240,65240,Labatut-Rivière,425,non
Auvergne-Rhône-Alpes,73,061,73061,Césarches,425,non
Nouvelle-Aquitaine,86,130,86130,Leugny,425,non
Bourgogne-Franche-Comté,89,395,89395,Les Sièges,425,non
